Year,Geography,County,Congressional District,State,Total Population,18 years and over,18 years and over2,"VOTING AGE POPULATION - Citizen, 18 and over population"
2016,5101500US0503089,Marion County,Congressional District 3 (115th Congress),Arkansas,16404,13506,13506,13449
2016,5101500US0503101,Newton County (part),Congressional District 3 (115th Congress),Arkansas,4001,3029,3029,3024
2016,5101500US0503115,Pope County,Congressional District 3 (115th Congress),Arkansas,63107,48736,48736,46646
2016,5101500US0503129,Searcy County (part),Congressional District 3 (115th Congress),Arkansas,464,425,425,425
2016,5101500US0503131,Sebastian County (part),Congressional District 3 (115th Congress),Arkansas,113276,85374,85374,78393
2016,5101500US0503143,Washington County,Congressional District 3 (115th Congress),Arkansas,219930,164810,164810,147315
2016,5101500US0504003,Ashley County,Congressional District 4 (115th Congress),Arkansas,20989,16064,16064,15712
2016,5101500US0504011,Bradley County,Congressional District 4 (115th Congress),Arkansas,11096,8489,8489,7936
2016,5101500US0504013,Calhoun County,Congressional District 4 (115th Congress),Arkansas,5210,4190,4190,4181
2016,5101500US0504019,Clark County,Congressional District 4 (115th Congress),Arkansas,22684,18259,18259,17946
2016,5101500US0504025,Cleveland County,Congressional District 4 (115th Congress),Arkansas,8421,6481,6481,6379
2016,5101500US0504027,Columbia County,Congressional District 4 (115th Congress),Arkansas,24168,18989,18989,18517
2016,5101500US0504033,Crawford County (part),Congressional District 4 (115th Congress),Arkansas,16655,12743,12743,12600
2016,5101500US0504039,Dallas County,Congressional District 4 (115th Congress),Arkansas,7738,5928,5928,5863
2016,5101500US0504043,Drew County,Congressional District 4 (115th Congress),Arkansas,18688,14501,14501,14378
2016,5101500US0504047,Franklin County,Congressional District 4 (115th Congress),Arkansas,17799,13571,13571,13541
2016,5101500US0504051,Garland County,Congressional District 4 (115th Congress),Arkansas,97119,76917,76917,75219
2016,5101500US0504053,Grant County,Congressional District 4 (115th Congress),Arkansas,18046,13825,13825,13727
2016,5101500US0504057,Hempstead County,Congressional District 4 (115th Congress),Arkansas,22208,16350,16350,15121
2016,5101500US0504059,Hot Spring County,Congressional District 4 (115th Congress),Arkansas,33440,26307,26307,26092
2016,5101500US0504061,Howard County,Congressional District 4 (115th Congress),Arkansas,13487,9994,9994,9404
2016,5101500US0504069,Jefferson County (part),Congressional District 4 (115th Congress),Arkansas,69338,52747,52747,52076
2016,5101500US0504071,Johnson County,Congressional District 4 (115th Congress),Arkansas,26025,19689,19689,18198
2016,5101500US0504073,Lafayette County,Congressional District 4 (115th Congress),Arkansas,7127,5665,5665,5632
2016,5101500US0504081,Little River County,Congressional District 4 (115th Congress),Arkansas,12616,9755,9755,9742
2016,5101500US0504083,Logan County,Congressional District 4 (115th Congress),Arkansas,21935,17023,17023,16797
2016,5101500US0504087,Madison County,Congressional District 4 (115th Congress),Arkansas,15761,12051,12051,11802
2016,5101500US0504091,Miller County,Congressional District 4 (115th Congress),Arkansas,43666,33105,33105,32845
2016,5101500US0504097,Montgomery County,Congressional District 4 (115th Congress),Arkansas,9100,7311,7311,7142
2016,5101500US0504099,Nevada County,Congressional District 4 (115th Congress),Arkansas,8668,6697,6697,6669
2016,5101500US0504101,Newton County (part),Congressional District 4 (115th Congress),Arkansas,3987,3369,3369,3342
2016,5101500US0504103,Ouachita County,Congressional District 4 (115th Congress),Arkansas,24728,19094,19094,18912
2016,5101500US0504109,Pike County,Congressional District 4 (115th Congress),Arkansas,11017,8474,8474,8133
2016,5101500US0504113,Polk County,Congressional District 4 (115th Congress),Arkansas,20290,15532,15532,15018
2016,5101500US0504127,Scott County,Congressional District 4 (115th Congress),Arkansas,10661,8085,8085,7845
2016,5101500US0504131,Sebastian County (part),Congressional District 4 (115th Congress),Arkansas,14075,10723,10723,10636
2016,5101500US0504133,Sevier County,Congressional District 4 (115th Congress),Arkansas,17193,12212,12212,10065
2016,5101500US0504139,Union County,Congressional District 4 (115th Congress),Arkansas,40334,30644,30644,30046
2016,5101500US0504149,Yell County,Congressional District 4 (115th Congress),Arkansas,21716,16302,16302,14672
2016,5101500US0601007,Butte County,Congressional District 1 (115th Congress),California,223877,178405,178405,170635
2016,5101500US0601021,Glenn County (part),Congressional District 1 (115th Congress),California,2307,1872,1872,1734
2016,5101500US0601035,Lassen County,Congressional District 1 (115th Congress),California,31945,26683,26683,25266
2016,5101500US0601049,Modoc County,Congressional District 1 (115th Congress),California,9033,7221,7221,6791
2016,5101500US0601057,Nevada County (part),Congressional District 1 (115th Congress),California,82248,68739,68739,67208
2016,5101500US0601061,Placer County (part),Congressional District 1 (115th Congress),California,46979,38395,38395,37070
2016,5101500US0601063,Plumas County,Congressional District 1 (115th Congress),California,18754,15646,15646,15147
2016,5101500US0601089,Shasta County,Congressional District 1 (115th Congress),California,179228,140406,140406,136654
2016,5101500US0601091,Sierra County,Congressional District 1 (115th Congress),California,2931,2506,2506,2435
2016,5101500US0601093,Siskiyou County,Congressional District 1 (115th Congress),California,43668,34827,34827,33782
2016,5101500US0601103,Tehama County,Congressional District 1 (115th Congress),California,63015,47856,47856,45460
2016,5101500US0602015,Del Norte County,Congressional District 2 (115th Congress),California,27628,21773,21773,21065
2016,5101500US0602023,Humboldt County,Congressional District 2 (115th Congress),California,135182,108783,108783,105072
2016,5101500US0602041,Marin County,Congressional District 2 (115th Congress),California,259358,206151,206151,182750
2016,5101500US0602045,Mendocino County,Congressional District 2 (115th Congress),California,87409,68366,68366,61790
2016,5101500US0602097,Sonoma County (part),Congressional District 2 (115th Congress),California,190856,153684,153684,139350
2016,5101500US0602105,Trinity County,Congressional District 2 (115th Congress),California,13180,10903,10903,10472
2016,5101500US0603011,Colusa County,Congressional District 3 (115th Congress),California,21361,15425,15425,12229
2016,5101500US0603021,Glenn County (part),Congressional District 3 (115th Congress),California,25669,18532,18532,15096
2016,5101500US0603033,Lake County (part),Congressional District 3 (115th Congress),California,32975,26202,26202,24553
2016,5101500US0603067,Sacramento County (part),Congressional District 3 (115th Congress),California,36259,27561,27561,24665
2016,5101500US0603095,Solano County (part),Congressional District 3 (115th Congress),California,279044,211657,211657,190272
2016,5101500US0603101,Sutter County,Congressional District 3 (115th Congress),California,95406,70226,70226,59843
2016,5101500US0603113,Yolo County (part),Congressional District 3 (115th Congress),California,158285,125917,125917,107433
2016,5101500US0603115,Yuba County,Congressional District 3 (115th Congress),California,73897,53291,53291,48746
2016,5101500US0604003,Alpine County,Congressional District 4 (115th Congress),California,1184,910,910,894
2016,5101500US0604005,Amador County,Congressional District 4 (115th Congress),California,36963,31218,31218,30238
2016,5101500US0604009,Calaveras County,Congressional District 4 (115th Congress),California,44787,36745,36745,35474
2016,5101500US0604017,El Dorado County,Congressional District 4 (115th Congress),California,183000,144594,144594,136940
2016,5101500US0604019,Fresno County (part),Congressional District 4 (115th Congress),California,14141,11512,11512,11298
2016,5101500US0604039,Madera County (part),Congressional District 4 (115th Congress),California,27132,21899,21899,21582
2016,5101500US0604043,Mariposa County,Congressional District 4 (115th Congress),California,17645,14727,14727,14060
2016,5101500US0604057,Nevada County (part),Congressional District 4 (115th Congress),California,16391,12352,12352,11017
2016,5101500US0604061,Placer County (part),Congressional District 4 (115th Congress),California,323592,247035,247035,234165
2016,5101500US0604109,Tuolumne County,Congressional District 4 (115th Congress),California,53864,44881,44881,43962
2016,5101500US0605013,Contra Costa County (part),Congressional District 5 (115th Congress),California,95570,76388,76388,69296
2016,5101500US0605033,Lake County (part),Congressional District 5 (115th Congress),California,31101,24846,24846,23469
2016,5101500US0605055,Napa County,Congressional District 5 (115th Congress),California,140823,109971,109971,92978
2016,5101500US0605095,Solano County (part),Congressional District 5 (115th Congress),California,150552,119099,119099,105758
2016,5101500US0605097,Sonoma County (part),Congressional District 5 (115th Congress),California,306920,241417,241417,210707
2016,5101500US0606067,Sacramento County (part),Congressional District 6 (115th Congress),California,683064,514046,514046,446149
2016,5101500US0606113,Yolo County (part),Congressional District 6 (115th Congress),California,51386,38301,38301,33514
2016,5101500US0607067,Sacramento County (part),Congressional District 7 (115th Congress),California,732954,557450,557450,512084
2016,5101500US0608027,Inyo County,Congressional District 8 (115th Congress),California,18326,14554,14554,13695
2016,5101500US0608051,Mono County,Congressional District 8 (115th Congress),California,14051,11268,11268,9334
2016,5101500US0608071,San Bernardino County (part),Congressional District 8 (115th Congress),California,683791,491883,491883,449350
2016,5101500US0609013,Contra Costa County (part),Congressional District 9 (115th Congress),California,195603,144568,144568,130878
2016,5101500US0609067,Sacramento County (part),Congressional District 9 (115th Congress),California,27023,19346,19346,16881
2016,5101500US0609077,San Joaquin County (part),Congressional District 9 (115th Congress),California,516399,371406,371406,306309
2016,5101500US0610077,San Joaquin County (part),Congressional District 10 (115th Congress),California,198461,143933,143933,126984
2016,5101500US0610099,Stanislaus County,Congressional District 10 (115th Congress),California,530561,385001,385001,328049
2016,5101500US0611013,Contra Costa County (part),Congressional District 11 (115th Congress),California,739386,571567,571567,484799
2016,5101500US0612075,San Francisco County (part),Congressional District 12 (115th Congress),California,740337,643519,643519,550101
2016,5101500US0613001,Alameda County (part),Congressional District 13 (115th Congress),California,740683,598250,598250,504592
2016,5101500US0614075,San Francisco County (part),Congressional District 14 (115th Congress),California,109945,92135,92135,77161
2016,5101500US0614081,San Mateo County (part),Congressional District 14 (115th Congress),California,631387,498417,498417,407986
2016,5101500US0615001,Alameda County (part),Congressional District 15 (115th Congress),California,674073,515239,515239,422199
2016,5101500US0615013,Contra Costa County (part),Congressional District 15 (115th Congress),California,77366,54737,54737,45780
2016,5101500US0616019,Fresno County (part),Congressional District 16 (115th Congress),California,329874,225603,225603,176835
2016,5101500US0616039,Madera County (part),Congressional District 16 (115th Congress),California,126234,88805,88805,66854
2016,5101500US0616047,Merced County,Congressional District 16 (115th Congress),California,265001,185196,185196,145566
2016,5101500US0617001,Alameda County (part),Congressional District 17 (115th Congress),California,190461,147516,147516,113589
2016,5101500US0617085,Santa Clara County (part),Congressional District 17 (115th Congress),California,558339,435456,435456,315736
2016,5101500US0618081,San Mateo County (part),Congressional District 18 (115th Congress),California,123361,93891,93891,78023
2016,5101500US0618085,Santa Clara County (part),Congressional District 18 (115th Congress),California,557305,431140,431140,357715
2016,5101500US0618087,Santa Cruz County (part),Congressional District 18 (115th Congress),California,50116,40502,40502,38441
2016,5101500US0619085,Santa Clara County (part),Congressional District 19 (115th Congress),California,748954,569337,569337,459043
2016,5101500US0620053,Monterey County,Congressional District 20 (115th Congress),California,430201,316312,316312,229575
2016,5101500US0620069,San Benito County,Congressional District 20 (115th Congress),California,58051,42343,42343,35763
2016,5101500US0620085,Santa Clara County (part),Congressional District 20 (115th Congress),California,20458,13905,13905,9831
2016,5101500US0620087,Santa Cruz County (part),Congressional District 20 (115th Congress),California,220815,175907,175907,149206
2016,5101500US0621019,Fresno County (part),Congressional District 21 (115th Congress),California,204544,141265,141265,99208
2016,5101500US0621029,Kern County (part),Congressional District 21 (115th Congress),California,320524,213401,213401,139088
2016,5101500US0621031,Kings County,Congressional District 21 (115th Congress),California,150261,108930,108930,91832
2016,5101500US0621107,Tulare County (part),Congressional District 21 (115th Congress),California,36135,22292,22292,11956
2016,5101500US0622019,Fresno County (part),Congressional District 22 (115th Congress),California,414601,306534,306534,278820
2016,5101500US0622107,Tulare County (part),Congressional District 22 (115th Congress),California,324848,223616,223616,179542
